Order Date,Segment,Market,Sales,Profit
2014-11-24,Consumer,Africa,24.45,0.0
2014-06-11,Corporate,EMEA,40.83,6.51
2014-03-17,Consumer,LATAM,34.08,10.56
2011-04-13,Consumer,LATAM,19.36,8.88
2012-10-12,Home Office,LATAM,32.832,-10.968
2014-07-07,Corporate,LATAM,51.168,10.208
2014-10-30,Consumer,LATAM,30.92,4.0
2013-04-15,Corporate,LATAM,21.312,-0.008
2013-06-11,Corporate,LATAM,17.46,-2.64
2014-03-07,Corporate,LATAM,31.88,6.36
2013-06-19,Corporate,LATAM,11.92,2.6
2012-08-24,Home Office,EU,86.76,-78.12
2013-08-25,Corporate,EU,28.38,5.94
2014-12-13,Consumer,EU,20.64,9.06
2011-05-11,Consumer,EU,18.66,-6.78
2013-11-01,Consumer,EU,87.84,4.32
2013-09-03,Corporate,EU,18.93,-3.81
2012-06-11,Consumer,EU,46.83,-11.34
2011-08-16,Consumer,EU,32.04,8.64
2011-08-05,Consumer,EU,35.7,2.82
2014-07-14,Consumer,EU,21.285,-12.375
2012-06-20,Consumer,EU,34.38,8.91
2012-05-08,Corporate,EU,38.28,8.4
2014-12-15,Consumer,EU,15.84,-9.9
2014-12-30,Corporate,APAC,27.945,6.165
2012-05-01,Consumer,APAC,11.13,-0.87
2014-08-25,Consumer,APAC,44.064,-2.946
2014-07-27,Corporate,APAC,41.6421,-15.7779
2014-12-01,Home Office,APAC,54.351,-34.629
2011-03-03,Home Office,US,25.32,9.1785
2014-09-03,Corporate,US,26.432,8.9208
2013-07-08,Corporate,US,60.288,-27.1296
2014-10-08,Home Office,US,18.936,5.9175
2011-11-24,Consumer,US,35.168,9.6712
2014-09-21,Consumer,US,72.64,21.792
2014-10-21,Corporate,US,14.352,4.485
2014-12-06,Home Office,US,9.296,3.0212
2011-01-18,Consumer,EMEA,14.19,2.97
2013-11-23,Home Office,Africa,52.53,9.45
2014-11-26,Corporate,EMEA,29.91,11.94
2012-11-05,Consumer,EMEA,18.36,6.6
2014-05-29,Consumer,Africa,19.314,-20.646
2014-12-05,Consumer,Africa,18.75,8.61
2012-05-21,Home Office,LATAM,120.0,24.0
2013-12-05,Corporate,LATAM,37.32,4.8
2014-11-11,Corporate,LATAM,31.68,12.3
2013-11-28,Consumer,LATAM,69.84,15.36
2012-11-22,Consumer,LATAM,14.48,3.44
2013-10-28,Consumer,LATAM,20.232,1.672
2013-10-08,Consumer,LATAM,9.32,0.0
2013-07-22,Home Office,LATAM,98.22,35.34
2012-10-18,Consumer,LATAM,16.32,4.62
2012-12-06,Corporate,EU,83.97,27.63
2014-12-24,Consumer,EU,33.912,13.152
2011-12-20,Corporate,EU,18.93,-3.81
2013-02-13,Home Office,EU,29.91,11.94
2014-05-19,Consumer,EU,31.92,11.76
2013-08-12,Consumer,EU,13.56,0.78
2011-05-04,Corporate,EU,30.96,13.59
2012-08-14,Consumer,APAC,20.925,3.825
2013-11-01,Corporate,APAC,32.7186,-3.5814
2014-09-04,Consumer,APAC,20.52,6.75
2011-11-29,Corporate,APAC,10.29,-2.07
2013-02-05,Corporate,APAC,73.2,5.1
2014-11-25,Corporate,APAC,27.1572,-7.2828
2012-05-22,Consumer,APAC,42.57,2.97
2012-05-23,Consumer,APAC,28.0794,-7.9806
2013-10-30,Corporate,US,40.74,0.4074
2013-05-06,Corporate,US,14.352,5.2026
2014-11-13,Home Office,US,77.952,-15.5904
2011-05-09,Corporate,US,45.36,21.7728
2012-12-27,Corporate,US,53.352,16.0056
2014-06-25,Corporate,EMEA,54.21,11.37
2013-04-13,Home Office,Africa,31.068,-69.432
2012-11-16,Home Office,Africa,46.5,9.72
2011-06-02,Consumer,Africa,48.366,-67.734
2011-05-25,Consumer,Africa,81.69,4.89
2013-08-19,Consumer,EMEA,79.368,-85.332
2011-07-28,Home Office,Canada,56.28,8.4
2014-04-01,Consumer,LATAM,8.184,-2.056
2011-12-15,Consumer,LATAM,56.64,23.22
2014-04-25,Consumer,LATAM,29.808,-36.792
2014-01-21,Consumer,LATAM,39.0,5.2
2014-09-12,Consumer,LATAM,227.82,104.76
2012-11-03,Consumer,LATAM,14.8,-18.52
2014-03-14,Corporate,LATAM,28.188,-10.812
2014-11-10,Consumer,LATAM,46.08,8.7
2012-11-29,Corporate,LATAM,58.212,-2.928
2014-08-29,Consumer,LATAM,36.096,-4.224
2011-12-22,Consumer,LATAM,54.72,20.16
2013-07-23,Consumer,LATAM,30.384,-7.656
2012-12-28,Corporate,LATAM,35.184,-0.016
2012-04-30,Consumer,LATAM,44.6,16.9
2014-05-06,Consumer,LATAM,38.016,6.636
2012-07-04,Consumer,EU,23.82,5.7
2012-10-04,Consumer,EU,76.2,22.8
2013-09-13,Consumer,APAC,20.574,8.454
2012-12-25,Consumer,APAC,13.446,5.526
2014-11-24,Consumer,APAC,26.2944,6.9144
2011-06-22,Consumer,APAC,23.1,7.14
2013-06-12,Consumer,APAC,48.9,6.84
2012-11-23,Consumer,APAC,64.11,24.36
2014-12-01,Home Office,APAC,45.837,-17.523
2011-09-08,Corporate,APAC,42.7074,-2.4726
2011-05-31,Consumer,APAC,31.59,0.9
2014-08-14,Consumer,APAC,75.87,23.49
2012-11-21,Consumer,APAC,14.472,-1.488
2013-10-15,Consumer,APAC,27.36,-6.96
2012-08-09,Consumer,US,41.96,2.9372
2013-05-20,Consumer,US,35.92,15.0864
2012-09-03,Corporate,US,17.9,3.401
2012-03-19,Consumer,US,14.62,6.8714
2011-09-21,Consumer,US,19.35,9.4815
2013-05-23,Consumer,US,14.73,7.2177
2014-10-29,Consumer,US,24.0,-2.7
2014-02-28,Home Office,EMEA,32.13,16.05
2012-02-01,Home Office,EMEA,33.12,1.98
2014-11-27,Consumer,EMEA,13.158,-27.642
2014-12-04,Consumer,EMEA,41.73,16.26
2012-10-09,Consumer,LATAM,11.688,-0.212
2013-05-18,Corporate,LATAM,9.76,0.68
2012-12-27,Corporate,LATAM,37.86,3.36
2012-09-05,Corporate,LATAM,16.72,2.08
2013-12-11,Home Office,LATAM,19.2,7.44
2014-02-21,Corporate,LATAM,59.58,9.48
2014-07-11,Consumer,EU,29.88,2.64
2012-03-07,Corporate,EU,27.27,-18.03
2014-09-13,Home Office,EU,386.64,-212.76
2013-05-18,Consumer,EU,34.29,12.33
2014-05-30,Corporate,EU,59.22,20.7
2014-06-23,Corporate,EU,29.25,-5.85
2013-01-29,Home Office,EU,36.75,11.25
2013-04-04,Home Office,EU,19.98,-3.6
2014-11-15,Consumer,EU,49.77,7.38
2013-03-21,Consumer,EU,30.06,12.0
2012-12-03,Corporate,APAC,28.971,-1.629
2014-09-16,Consumer,APAC,73.26,-52.83
2013-06-11,Corporate,APAC,53.52,22.92
2014-08-19,Home Office,APAC,17.64,-10.62
2011-01-06,Home Office,APAC,38.7693,11.5893
2013-08-15,Home Office,APAC,23.166,0.486
2012-05-07,Consumer,APAC,29.268,1.248
2014-10-25,Consumer,APAC,47.58,13.32
2014-03-11,Consumer,APAC,13.23,3.96
2012-12-27,Consumer,APAC,23.436,9.876
2012-07-10,Corporate,APAC,18.9,3.99
2014-09-30,Consumer,APAC,58.17,15.69
2012-06-09,Corporate,APAC,20.16,9.0
2014-10-31,Home Office,APAC,38.88,-0.12
2014-11-13,Consumer,US,16.056,5.8203
2011-05-25,Consumer,US,29.32,-24.189
2011-09-09,Corporate,US,26.2,12.838
2011-06-21,Consumer,US,24.896,8.4024
2011-11-14,Corporate,US,20.736,7.2576
2011-04-05,Corporate,US,22.96,6.6584
2014-12-10,Consumer,US,33.72,15.5112
2011-09-17,Consumer,US,30.28,1.2112
2011-12-23,Corporate,US,53.316,-19.5492
2013-07-26,Home Office,US,10.44,4.8024
2012-11-30,Consumer,US,25.92,12.4416
2013-11-12,Consumer,US,31.504,11.0264
2014-01-03,Consumer,US,31.744,3.968
2011-09-13,Consumer,US,7.3,2.19
2011-05-10,Consumer,US,39.96,19.1808
2011-11-06,Consumer,US,43.68,20.9664
2014-11-03,Consumer,Africa,33.6,12.42
2011-08-20,Corporate,Africa,16.8,6.54
2012-10-15,Corporate,Africa,53.16,17.01
2014-06-13,Home Office,EMEA,21.6,3.24
2012-01-09,Consumer,EMEA,40.476,-58.704
2013-09-15,Corporate,Africa,17.01,7.98
2012-06-23,Corporate,EMEA,38.664,-54.156
2014-09-22,Corporate,EMEA,17.49,6.12
2014-06-18,Home Office,EMEA,33.0,15.84
2012-11-15,Consumer,EMEA,28.98,-56.04
2012-08-17,Consumer,EMEA,20.49,3.66
2012-02-14,Corporate,Africa,21.582,-36.018
2012-04-18,Consumer,LATAM,32.48,15.56
2014-11-12,Consumer,LATAM,17.2,6.52
2014-10-06,Consumer,LATAM,26.52,5.28
2014-12-22,Consumer,LATAM,9.04,2.24
2013-06-05,Corporate,LATAM,56.0,22.9
2013-05-09,Home Office,LATAM,27.776,2.016
2012-08-13,Home Office,LATAM,26.4,-30.36
2011-10-18,Corporate,LATAM,65.48,23.56
2013-03-11,Consumer,EU,29.7,11.88
2014-04-28,Consumer,EU,46.41,-0.03
2012-11-29,Corporate,EU,29.07,12.42
2013-01-15,Home Office,EU,56.25,25.83
2013-08-02,Home Office,EU,45.846,18.846
2011-04-27,Consumer,EU,30.87,6.12
2011-08-23,Home Office,APAC,47.64,17.04
2013-11-01,Consumer,APAC,77.436,22.356
2014-07-31,Consumer,APAC,36.0,0.6
2011-03-23,Corporate,APAC,29.079,9.369
2012-08-14,Consumer,APAC,52.32,14.64
2013-10-12,Corporate,APAC,40.26,4.38
2011-12-29,Consumer,APAC,26.1,3.6
2014-05-19,Corporate,APAC,26.82,-7.68
2014-04-08,Consumer,APAC,29.7,-2.34
2012-05-04,Consumer,APAC,32.76,5.4
2011-08-29,Consumer,US,29.808,10.8054
2014-11-22,Consumer,US,27.42,11.2422
2014-11-13,Home Office,US,30.56,-45.84
2013-12-02,Consumer,US,16.74,4.3524
2014-11-25,Consumer,US,16.38,7.371
2012-12-14,Consumer,US,29.22,12.8568
2013-05-31,Home Office,US,49.76,13.9328
2013-05-18,Consumer,US,30.528,9.54
2014-09-25,Home Office,US,15.75,7.56
2013-02-09,Corporate,US,31.86,11.151
2013-12-22,Home Office,EMEA,27.3,3.78
2012-06-25,Consumer,EMEA,43.92,-46.14
2012-04-09,Consumer,Africa,44.451,-50.379
2013-09-13,Consumer,Africa,16.98,4.74
2011-09-27,Consumer,EMEA,38.529,-88.641
2014-04-18,Corporate,EMEA,27.78,6.93
2014-03-28,Corporate,EMEA,17.88,6.06
2014-03-18,Consumer,EMEA,16.11,5.31
2013-09-24,Home Office,EMEA,21.864,-30.066
2012-12-20,Home Office,LATAM,36.4,10.0
2014-09-05,Home Office,LATAM,82.86,16.56
2014-06-06,Consumer,LATAM,21.84,10.26
2014-03-03,Corporate,LATAM,28.08,4.16
2014-11-12,Consumer,LATAM,32.96,4.56
2012-09-19,Home Office,LATAM,28.44,3.72
2014-05-01,Home Office,EU,15.96,1.68
2012-01-02,Corporate,EU,61.32,9.66
2014-12-19,Corporate,EU,20.28,6.27
2014-04-19,Consumer,EU,116.76,57.12
2013-12-04,Consumer,EU,40.77,20.34
2013-10-11,Home Office,EU,36.72,-5.52
2014-10-31,Consumer,EU,12.36,3.45
2011-04-12,Home Office,EU,21.06,4.8
2014-11-29,Home Office,APAC,72.6,23.85
2012-01-17,Home Office,APAC,21.78,10.86
2014-06-17,Consumer,APAC,36.855,9.405
2014-07-24,Consumer,APAC,31.644,-20.196
2014-10-14,Corporate,US,24.84,8.694
2014-11-07,Home Office,US,26.38,12.1348
2011-12-24,Home Office,US,23.99,5.5177
2012-05-15,Corporate,US,17.94,8.7906
2013-10-23,Consumer,US,6.68,3.2064
2012-11-30,Corporate,US,17.088,1.068
2013-06-22,Consumer,Africa,24.36,9.72
2012-06-04,Consumer,Africa,28.98,-50.25
2011-12-03,Corporate,Africa,29.85,6.84
2011-11-18,Consumer,EMEA,17.01,7.14
2014-01-10,Consumer,Africa,24.99,7.74
2013-08-23,Consumer,EMEA,10.656,-5.064
2012-11-15,Consumer,EMEA,32.4,-22.68
2012-06-29,Consumer,LATAM,22.98,2.7
2013-09-20,Consumer,LATAM,43.52,10.0
2014-10-24,Corporate,LATAM,31.98,11.5
2012-02-09,Corporate,LATAM,48.5,10.1
2011-10-07,Corporate,LATAM,22.92,-4.28
2014-09-02,Corporate,EU,37.44,2.97
2011-06-21,Consumer,EU,31.59,7.2
2013-09-05,Consumer,EU,46.44,3.24
2012-04-10,Consumer,EU,26.82,5.85
2011-11-03,Consumer,EU,53.775,-38.745
2013-09-16,Home Office,EU,23.85,1.65
2013-08-01,Consumer,EU,32.58,5.85
2013-05-29,Consumer,APAC,40.6368,-7.3632
2012-10-09,Corporate,APAC,27.0,13.2
2013-07-22,Corporate,APAC,19.764,1.944
2012-04-18,Consumer,APAC,44.793,14.913
2012-10-08,Corporate,APAC,42.2802,7.0902
2012-01-11,Consumer,APAC,16.812,-10.128
2013-06-02,Home Office,APAC,31.104,-15.696
2011-11-24,Corporate,US,25.92,12.4416
2013-11-11,Consumer,US,38.976,-2.436
2014-09-12,Consumer,US,32.36,11.6496
2014-10-03,Home Office,US,11.808,1.3284
2014-08-22,Corporate,US,33.18,11.613
2012-12-17,Consumer,EMEA,26.4,13.2
2013-11-14,Corporate,EMEA,51.6,24.75
2013-06-19,Home Office,EMEA,22.74,-24.45
2014-12-16,Consumer,Africa,32.13,16.05
2011-08-11,Consumer,Canada,28.8,12.96
2012-02-23,Home Office,EMEA,51.84,23.28
2011-09-07,Home Office,EMEA,51.63,24.24
2012-05-30,Consumer,EMEA,16.758,-32.982
2014-08-30,Corporate,EMEA,23.52,11.28
2014-11-22,Consumer,LATAM,39.576,5.256
2012-11-14,Home Office,LATAM,33.9,13.86
2013-07-01,Corporate,LATAM,53.34,15.96
2013-10-07,Corporate,LATAM,17.072,-2.348
2012-10-12,Home Office,LATAM,32.04,0.3
2014-04-01,Consumer,LATAM,16.016,-4.824
2014-04-10,Corporate,LATAM,56.12,21.32
2011-09-28,Home Office,LATAM,11.82,2.34
2013-11-06,Consumer,LATAM,29.24,7.88
2013-06-24,Consumer,LATAM,13.392,-8.928
2014-06-13,Consumer,EU,53.55,4.23
2012-09-06,Consumer,EU,30.168,-18.162
2013-12-30,Consumer,EU,46.44,7.83
2012-11-22,Corporate,EU,66.42,3.96
2011-11-03,Consumer,EU,25.191,6.111
2014-02-07,Home Office,EU,60.96,-50.04
2012-04-27,Home Office,EU,43.08,0.0
2013-01-17,Consumer,EU,36.828,-53.442
2013-04-29,Consumer,EU,30.105,5.205
2014-03-25,Consumer,EU,42.36,11.76
2013-11-13,Corporate,EU,29.7,-7.47
2011-02-21,Consumer,EU,29.664,-5.466
2013-02-12,Consumer,APAC,38.07,14.76
2012-05-29,Home Office,APAC,19.74,0.18
2014-02-15,Home Office,APAC,41.07,16.41
2014-05-05,Consumer,APAC,36.96,-27.36
2014-05-21,Corporate,APAC,47.52,-2.43
2014-06-26,Corporate,APAC,32.616,9.756
2014-02-13,Corporate,APAC,11.61,5.49
2013-04-09,Consumer,US,34.4,15.824
2013-03-18,Consumer,US,39.68,10.3168
2014-05-01,Corporate,US,23.68,6.216
2014-07-04,Home Office,US,32.896,11.1024
2014-10-05,Home Office,US,19.98,8.5914
2012-06-18,Corporate,US,20.736,7.2576
2011-02-16,Corporate,US,21.36,7.209
2014-07-15,Consumer,US,18.84,7.9128
2014-07-31,Consumer,US,89.95,43.176
2013-05-18,Consumer,US,22.608,-10.1736
2013-06-01,Consumer,US,32.064,-12.8256
2014-01-30,Consumer,US,14.91,4.6221
2014-06-10,Corporate,EMEA,9.876,-12.864
2011-09-21,Home Office,EMEA,55.14,18.72
2011-08-03,Consumer,EMEA,48.66,8.73
2011-09-21,Corporate,EMEA,20.88,-17.76
2011-08-16,Home Office,Africa,26.22,1.8
2014-09-24,Corporate,EMEA,114.24,-145.68
2014-09-12,Consumer,Africa,15.84,1.26
2012-08-14,Consumer,EMEA,44.13,18.09
2013-08-19,Corporate,EMEA,35.34,3.48
2013-02-23,Home Office,Africa,20.49,8.19
2014-12-01,Consumer,EMEA,21.816,-6.564
2012-04-24,Home Office,LATAM,38.064,-5.136
2013-10-23,Consumer,LATAM,21.6,4.92
2013-06-06,Consumer,LATAM,61.28,7.2
2012-10-23,Consumer,LATAM,37.86,15.48
2014-09-15,Consumer,LATAM,24.96,9.96
2013-10-03,Consumer,LATAM,24.0,7.44
2012-10-04,Consumer,LATAM,26.46,0.48
2013-12-21,Consumer,LATAM,43.48,9.56
2012-12-24,Corporate,EU,33.96,12.9
2011-06-28,Consumer,EU,44.037,19.047
2012-09-17,Consumer,EU,162.54,81.18
2014-10-13,Consumer,EU,13.65,1.89
2013-07-23,Corporate,EU,12.48,-10.5
2014-01-09,Home Office,EU,26.58,12.72
2013-08-30,Corporate,EU,32.4,4.5
2012-12-03,Consumer,EU,33.75,3.33
2011-06-18,Consumer,EU,28.89,-0.03
2014-07-02,Home Office,APAC,26.712,-10.248
2013-10-14,Consumer,APAC,156.168,31.128
2013-11-05,Consumer,APAC,20.16,1.17
2013-03-07,Consumer,APAC,47.1,15.54
2014-11-06,Consumer,APAC,16.164,0.534
2013-11-11,Home Office,US,32.4,15.552
2014-06-17,Home Office,US,19.44,9.3312
2011-05-05,Consumer,US,24.56,11.5432
2012-10-23,Consumer,US,10.688,2.2712
2012-11-17,Consumer,US,40.92,3.069
2012-03-23,Consumer,US,27.92,0.5584
2014-11-12,Home Office,US,18.24,8.5728
2012-03-26,Consumer,US,16.776,5.0328
2012-11-16,Corporate,US,34.504,-15.5268
2014-09-26,Home Office,Africa,42.96,15.84
2012-09-21,Home Office,Africa,16.11,4.83
2013-02-04,Corporate,Africa,31.95,11.82
2011-06-13,Corporate,Africa,39.39,19.29
2014-06-05,Corporate,EMEA,25.35,6.84
2011-05-06,Home Office,EMEA,18.96,-11.4
2013-11-25,Consumer,Africa,23.97,0.45
2014-02-12,Home Office,Africa,20.16,6.42
2014-11-19,Consumer,Africa,54.21,11.37
2014-07-29,Home Office,Canada,26.37,10.8
2014-06-18,Consumer,EMEA,59.19,5.31
2014-05-30,Consumer,EMEA,22.788,-25.932
2014-10-16,Consumer,EMEA,20.184,-29.286
2012-11-09,Corporate,EMEA,17.85,1.41
2013-10-25,Consumer,Africa,21.48,2.52
2014-06-09,Consumer,Africa,21.3,5.28
2011-08-25,Home Office,EMEA,31.62,12.96
2014-09-18,Home Office,LATAM,33.48,2.64
2013-09-25,Consumer,LATAM,35.104,-3.076
2014-01-28,Home Office,LATAM,13.14,4.68
2013-06-13,Consumer,LATAM,28.86,3.72
2013-10-02,Home Office,LATAM,18.18,-10.02
2014-11-05,Corporate,LATAM,30.3,2.1
2012-07-04,Corporate,LATAM,30.68,13.8
2013-08-14,Consumer,LATAM,13.44,-10.44
2013-09-10,Consumer,LATAM,15.648,-1.592
2014-09-19,Corporate,LATAM,31.92,11.46
2013-02-04,Consumer,LATAM,50.472,-29.448
2013-09-10,Consumer,LATAM,11.472,-3.288
2014-09-05,Consumer,LATAM,48.9,18.06
2014-07-04,Corporate,LATAM,67.84,4.04
2014-08-13,Corporate,EU,42.039,16.749
2012-07-25,Corporate,EU,37.35,-28.41
2014-01-06,Consumer,EU,32.85,7.2
2014-11-24,Corporate,EU,27.09,2.52
2012-03-22,Corporate,APAC,19.224,-8.376
2014-12-11,Corporate,APAC,31.0527,-11.7873
2012-04-24,Consumer,APAC,14.5008,-3.6792
2014-05-20,Consumer,APAC,46.08,14.7
2012-05-30,Consumer,APAC,30.51,11.88
2014-02-24,Consumer,APAC,13.095,1.725
2014-12-16,Consumer,APAC,31.56,2.52
2014-10-14,Corporate,US,18.176,5.9072
2012-10-09,Consumer,US,30.84,8.3268
2011-10-19,Consumer,US,13.44,6.5856
2013-05-07,Home Office,US,54.712,11.6263
2011-12-31,Corporate,US,49.568,17.9684
2012-12-04,Corporate,US,36.4,13.832
2013-12-27,Corporate,US,53.97,15.1116
2011-12-16,Consumer,US,36.288,12.7008
2012-02-18,Consumer,US,35.544,-0.8886
2013-08-22,Home Office,US,28.048,3.506
2014-12-09,Corporate,US,22.424,8.409
2014-11-21,Corporate,US,50.97,9.1746
2014-11-28,Home Office,Africa,34.98,4.14
2013-12-26,Consumer,Africa,25.038,-18.372
2012-05-02,Consumer,Africa,6.33,0.24
2012-05-11,Consumer,EMEA,16.26,8.13
2011-08-12,Home Office,EMEA,13.29,0.39
2013-05-31,Corporate,EMEA,48.51,15.51
2014-05-05,Home Office,EMEA,12.048,-9.942
2014-04-02,Consumer,EMEA,31.95,11.82
2013-02-20,Corporate,EMEA,49.836,-21.204
2011-08-01,Consumer,EMEA,24.0,0.96
2012-11-03,Consumer,LATAM,13.62,6.48
2013-03-08,Home Office,LATAM,33.92,8.48
2013-01-07,Consumer,LATAM,29.916,-10.524
2014-07-03,Corporate,LATAM,43.5,10.8
2013-06-27,Corporate,LATAM,28.48,2.24
2013-12-12,Consumer,LATAM,20.34,0.78
2014-09-16,Home Office,LATAM,19.68,6.06
2014-08-08,Consumer,EU,1809.78,325.71
2014-10-30,Consumer,EU,45.78,7.32
2013-09-27,Home Office,EU,12.51,3.42
2012-08-01,Consumer,EU,144.48,28.8
2012-09-21,Home Office,EU,39.795,-21.525
2012-08-15,Consumer,EU,132.192,33.732
2012-05-18,Consumer,APAC,34.74,2.43
2012-10-06,Corporate,APAC,79.2,25.2
2013-09-02,Consumer,APAC,23.49,5.13
2014-03-20,Corporate,APAC,12.24,-2.04
2014-01-11,Consumer,APAC,14.355,-10.485
2012-11-13,Consumer,APAC,24.48,8.76
2014-06-25,Consumer,APAC,27.216,-12.264
2013-05-24,Consumer,US,37.05,16.302
2013-10-16,Corporate,US,43.26,14.2758
2014-05-14,Corporate,US,20.768,2.3364
2014-06-10,Home Office,Africa,14.004,-18.276
2011-12-12,Corporate,Africa,37.86,15.12
2012-03-13,Consumer,EMEA,23.16,6.24
2011-02-17,Consumer,Africa,8.181,-14.469
2012-07-21,Consumer,LATAM,57.384,5.724
2014-11-21,Consumer,LATAM,11.24,3.24
2011-07-17,Consumer,LATAM,36.3,11.9
2014-03-12,Corporate,LATAM,75.216,-16.944
2014-03-12,Corporate,LATAM,16.98,4.02
2013-09-03,Consumer,LATAM,38.08,12.16
2014-09-08,Consumer,LATAM,36.576,-17.724
2013-12-20,Consumer,LATAM,11.064,1.624
2013-03-23,Consumer,LATAM,15.24,5.92
2014-06-23,Consumer,LATAM,20.82,4.98
2014-09-15,Home Office,LATAM,36.96,11.76
2014-04-02,Corporate,LATAM,28.908,4.308
2013-09-17,Consumer,EU,35.1,-13.41
2011-05-04,Home Office,EU,25.92,10.08
2013-06-12,Consumer,EU,93.0,17.64
2014-10-20,Consumer,EU,66.69,30.6
2014-12-10,Consumer,EU,88.47,18.54
2013-08-21,Corporate,EU,42.039,16.749
2012-06-19,Consumer,EU,24.21,3.33
2013-10-18,Corporate,EU,41.85,5.07
2014-11-24,Consumer,APAC,94.77,25.23
2011-10-13,Consumer,APAC,15.984,2.124
2013-02-12,Consumer,APAC,36.96,4.8
2013-05-08,Consumer,APAC,52.5,5.7
2011-11-28,Corporate,APAC,22.2,-14.28
2011-05-11,Consumer,US,66.112,-84.2928
2011-03-18,Home Office,US,30.768,8.0766
2011-12-02,Corporate,US,39.96,-23.976
2012-06-12,Consumer,US,29.9,5.083
2011-10-31,Consumer,US,14.76,4.2804
2012-03-05,Consumer,US,31.92,2.394
2011-02-25,Consumer,US,32.896,11.1024
2011-12-02,Corporate,US,15.66,7.2036
2011-09-01,Consumer,US,23.744,8.3104
2013-04-22,Consumer,US,51.84,24.8832
2012-11-13,Consumer,US,29.96,13.482
2012-05-17,Consumer,US,31.5,15.12
2013-12-05,Corporate,Africa,39.6,9.06
2011-08-17,Corporate,EMEA,21.384,-14.976
2013-09-03,Corporate,EMEA,37.74,9.42
2013-02-08,Consumer,Africa,35.28,0.0
2014-11-04,Corporate,Africa,15.54,5.1
2013-09-02,Corporate,Africa,38.04,17.49
2011-08-24,Corporate,EMEA,54.69,13.65
2014-01-17,Consumer,EMEA,23.532,-12.948
2012-01-17,Consumer,Africa,39.186,-53.574
2013-09-18,Home Office,Africa,32.04,1.26
2013-11-29,Consumer,Africa,35.97,7.17
2014-07-14,Corporate,LATAM,91.0,21.84
2014-09-11,Corporate,LATAM,45.5,2.7
2012-04-09,Corporate,LATAM,22.24,8.64
2014-05-06,Corporate,LATAM,17.96,-18.44
2013-08-21,Consumer,LATAM,39.48,18.92
2013-08-29,Home Office,LATAM,23.64,3.92
2013-12-25,Consumer,EU,25.2,9.81
2013-12-24,Corporate,EU,59.4,24.9
2012-02-04,Consumer,EU,53.838,-5.412
2014-06-26,Home Office,EU,29.01,11.88
2014-08-14,Consumer,EU,26.94,4.56
2014-03-14,Consumer,EU,25.44,0.0
2013-04-26,Consumer,EU,11.91,2.85
2014-12-29,Consumer,APAC,44.7426,-27.9174
2013-12-16,Consumer,APAC,54.5748,8.8548
2012-05-02,Home Office,APAC,30.4776,6.8976
2012-05-23,Corporate,APAC,31.4025,-17.7975
2014-09-26,Corporate,APAC,23.49,1.62
2013-11-22,Consumer,APAC,23.94,1.14
2012-10-24,Consumer,APAC,49.248,-4.992
2013-11-21,Consumer,US,14.62,6.8714
2012-02-20,Consumer,US,29.99,2.999
2014-10-07,Home Office,US,37.94,18.2112
2014-08-22,Consumer,US,17.12,4.9648
2013-12-19,Home Office,US,15.936,5.1792
2014-10-28,Corporate,US,56.784,20.5842
2011-01-22,Corporate,EMEA,77.472,-104.688
2014-12-01,Consumer,Canada,47.34,15.12
2014-10-29,Consumer,Africa,47.97,8.61
2014-04-29,Consumer,Africa,33.912,-47.508
2011-06-17,Home Office,Africa,29.61,10.35
2011-01-30,Consumer,Africa,18.18,-32.22
2011-12-28,Consumer,EMEA,42.78,0.0
2014-05-13,Home Office,Africa,25.14,9.03
2013-08-03,Consumer,Africa,19.14,4.2
2012-03-23,Corporate,Africa,22.347,-43.233
2011-08-30,Consumer,EMEA,11.4,1.71
2013-09-26,Corporate,EMEA,31.08,10.2
2012-12-27,Consumer,Africa,29.04,9.24
2013-11-09,Corporate,LATAM,19.56,5.28
2014-06-10,Home Office,LATAM,27.24,12.96
2013-11-21,Consumer,LATAM,57.68,7.98
2014-06-06,Home Office,LATAM,66.732,-43.388
2013-02-11,Consumer,LATAM,28.92,10.68
2012-12-31,Corporate,LATAM,8.96,2.32
2012-08-06,Consumer,EU,48.93,4.38
2014-09-13,Home Office,EU,50.67,20.7
2014-12-18,Consumer,EU,14.01,5.16
2012-03-15,Consumer,EU,21.54,0.0
2011-12-17,Home Office,APAC,53.622,16.632
2011-02-16,Home Office,APAC,39.87,8.73
2011-09-30,Consumer,APAC,37.887,-9.363
2013-06-19,Corporate,APAC,26.649,-2.691
2013-12-26,Consumer,APAC,67.878,6.678
2013-09-11,Consumer,APAC,36.0,7.56
2011-08-08,Consumer,APAC,27.96,3.24
2013-09-13,Corporate,US,15.136,3.5948
2013-11-20,Consumer,US,64.96,2.5984
2014-11-13,Home Office,US,23.12,8.381
2013-09-24,Corporate,US,13.68,3.6936
2013-11-21,Corporate,US,39.0,11.31
2014-12-19,Consumer,US,12.672,1.4256
2011-12-27,Home Office,US,37.056,13.896
2014-07-28,Consumer,US,23.88,10.5072
2014-02-12,Corporate,US,20.7,9.936
2014-08-28,Consumer,US,14.336,0.896
2014-01-15,Home Office,US,18.76,5.2528
2013-06-17,Corporate,Africa,11.25,0.9
2011-07-05,Home Office,Africa,48.96,17.61
2011-08-24,Consumer,Africa,43.416,-89.754
2014-12-10,Corporate,Africa,12.69,5.82
2011-12-28,Consumer,EMEA,95.1,12.36
